id,name,maker,variant,type,productType,strainType,thcPct,cbdPct,terpenes,genetics,countryOfOrigin,irradiationStatus,producerUseCases,producerNotes,sourceName,sourceUrl,sourceType,sourceCheckedAt,sourceLicense,sourceNotes,availabilityStatus,availabilityConfidence,availabilityCheckedAt,availabilitySourceName,availabilitySourceUrl,availabilityNotes,availabilitySignals
pure-sunfarms-purple-fog-flower,Purple Fog,Pure Sunfarms,,indica,flower,,24,,Limonene:major|Linalool:major|Caryophyllene:major,Purple Punch x Jungle Cake,Canada,,,"Purple Fog is a stunning purple indica descending from potent Purple Punch and Jungle Cake lineage. From a large family tree of head-turners, this purple takes the cake with its deep violet colours that run all the way to the stem, and striking lilac and lavender hues on the grind. It delivers relaxing aromas of smooth florals, woodsy pine and sweet, savoury herbs, with a healthy punch of gas and spice from dominant terpenes limonene, linalool, ​and beta-pinene. The plant produces dense, frosty deep purple colas with sharp emerald leaves outlined in dark purple. Its grape-shaped nugs are solid and compact, frosted in sticky golden trichomes.",Pure Sunfarms,https://puresunfarms.com/strains/purple-fog/,official producer strain page,2026-04-02T19:40:34.331Z,,Added from the official Pure Sunfarms public strain page.,,,,,,,
mamedica-pgo-25-1-flower,Purple Goo,Medz Cannabis,,flower,,,25,1,,,,,,,,,,,,,,,,,,,
dalgety-purple-kush-27-1-flower,Purple Kush,Dalgety,,flower,flower,indica,27,1,,,,,,,,,,,,,,,,,,,
mamedica-purple-milk-27-1-flower,Purple Milk,Mamedica,,Hybrid,flower,,27,1,,,,,,,,,,,,,,,,,,,
glass-pharms-purple-punch-26-1-flower,Purple Punch,Glass Pharms,,flower,flower,indica,26,1,,,,,,,,,,,,,,,,,,,
grow-pharma-purple-punch-26-1-flower,Purple Punch,Grow Pharma,,flower,flower,indica,26,1,,,,,,,,,,,,,,,,,,,
mamedica-psl-25-1-flower,Purple Punch,Medz Cannabis,,flower,,,25,1,,,,,,,,,,,,,,,,,,,
sundaze-pp-25-1-flower,Purple Punch,Sundaze,,flower,,,25,1,alpha-pinene:major|beta-pinene:major|limonene:major,,,,,,,,,,,,,,,,,,
pure-sunfarms-queen-green-flower,Queen Green,Pure Sunfarms,,hybrid,flower,,26,,Caryophyllene:major|Limonene:major|Linalool:major,Space Queen x Green Crack,Canada,,,"Queen Green is a heavy-hitting herbal hybrid. This aptly named strain is a cross of powerful parents Space Queen x Green Crack. Its expression is fresh and earthy with prominent aromas of herbs, dairy and toasted peppercorns, complimented by a touch of citrus and pine, from dominant terpenes caryophyllene, limonene, linalool. In the greenhouse, the plant produces large, sticky, super tight buds with violet undertones and burnt orange hairs.",Pure Sunfarms,https://puresunfarms.com/strains/queen-green/,official producer strain page,2026-04-02T19:40:34.331Z,,Added from the official Pure Sunfarms public strain page.,,,,,,,
ceres-rp-29-1-flower,Rainbow Pavé,Plantations Cérès,,flower,,,29,1,myrcene:22.36%|limonene:16.03%|caryophyllene:15.72%,,,,,,,,,,,,,,,,,,
mamedica-rp-28-1-flower,Rainbow Pie,Avant,,flower,,,28,1,,,,,,,,,,,,,,,,,,,
big-narstie-23-1-flower,Rainbow Sherbet,Northern Leaf,,sativa-leaning hybrid,flower,,23,1,,Champagne x Blackberry,,,,Rainbow Sherbet is described as a fruity sherbet-leaning hybrid with berry,citrus,and herbal notes plus a clearer upbeat feel.,CannaBliss Farms,,public retailer product page,2026-04-03T00:00:00.000Z,unknown,Used for cultivar-level public facts only.,,,,,
ips-rp-26-1-flower,Red Pop,PharmaCann International,,flower,,,26,1,alpha-pinene:minor|beta-pinene:minor|myrcene:major,,,,,,,,,,,,,,,,,,
mamedica-rdv-29-1-flower,Red Velvet,Avant,,flower,,,29,1,,,,,,,,,,,,,,,,,,,
qwest-redneck-wedding-flower,Redneck Wedding,Decibel,,,flower,,,,,,,,Qwest Cannabis,https://qwestcannabis.com/products,official grower catalogue page,2026-04-02T00:00:00.000Z,,,discontinued,high,unknown,Qwest Cannabis,,Listed in the retired section of Qwest's official products page.,official-retired-listing|catalogue-page-live,,
aurora-medical-rex-flower,Rex,Aurora Medical,,sativa,flower,,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/rex,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/rex,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
tilray-rockstar-25-1-flower,Rockstar,Tilray,,flower,flower,indica,25,1,,,,,,,,,,,,,,,,,,,
curaleaf-organic-rmyt-20-1-flower,Royal Moby,ECS Botanics,,flower,,,20,1,beta-pinene:minor|myrcene:minor|limonene:minor,,,,,,,,,,,,,,,,,,
medcan-royal-moby-20-1-flower,Royal Moby,Medcan,,sativa,flower,sativa,20,1,,Haze x White Widow,,,,Royal Moby is an energetic sativa-leaning cultivar bred from Haze and White Widow and known for big citrus,herbal,and peppery notes.,Royal Queen Seeds,,official breeder strain page,2026-04-03T00:00:00.000Z,unknown,Used for cultivar-level public facts only.,,,,,
together-pharma-royal-moby-25-1-flower,Royal Moby,Together Pharma,,flower,flower,sativa,25,1,,,,,,,,,,,,,,,,,,,
pck-1packs-rs11-24-1-flower,RS-11,1Packs,,flower,flower,hybrid,24,1,,,,,,,,,,,,,,,,,,,
sinceritas-runtz-24-1-flower,Runtz,Sinceritas,,Hybrid,flower,,24,1,,,,,,,,,,,,,,,,,,,
curo-rm-17-1-flower,Runtz Muffin,Curo,,flower,,,17,1,limonene:major|caryophyllene:major|humulene:major,,,,,,,,,,,,,,,,,,
origine-ss-27-1-flower,Sage & Sour,Origine Nature,,flower,,,27,1,,,,,,,,,,,,,,,,,,,
upstate-ss-24-1-flower,Scoops,Upstate,,flower,,,24,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
upstate-sc-32-1-flower,Scout Cake,Northern Green Canada,,flower,,,32,1,,,,,,,,,,,,,,,,,,,
aurora-medical-seasonal-stash-funk-dynasty-flower,Seasonal Stash - Funk Dynasty,Aurora Medical,,indica,flower,,,,limonene:major|myrcene:major|caryophyllene:major,Banana Pudditain x 91 Royale,Canada,,,Aurora says Funk Dynasty blends candy floral and gassy aromas into a potent craft indica profile.,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-funk-dynasty,official manufacturer product page,2026-04-02T00:00:00.000Z,,Upgraded from Aurora's official public product page.,available,high,2026-04-02T19:04:33.338Z,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-funk-dynasty,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-seasonal-stash-parm-farm-flower,Seasonal Stash - Parm Farm,Aurora Medical,,hybrid,flower,,,,limonene:major|myrcene:major|linalool:major,Jokerz 31 x Gastro Pop,Canada,,,Aurora describes Parm Farm as a pungent hybrid with aged cheese candy and pepper aromas and dense well-cured buds.,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-parm-farm,official manufacturer product page,2026-04-02T00:00:00.000Z,,Upgraded from Aurora's official public product page.,available,high,2026-04-02T19:04:33.339Z,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-parm-farm,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-seasonal-stash-pemby-purp-flower-flower,Seasonal Stash - Pemby Purp,Aurora Medical,,indica,flower,,,,caryophyllene:major|linalool:major|myrcene:major,Sundae Best x Blue Dream x Holy Grail Kush,Canada,,,Aurora describes Pemby Purp as a powerful indica with pine vanilla gas and earthy woody notes.,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-pemby-purp-flower,official manufacturer product page,2026-04-02T00:00:00.000Z,,Upgraded from Aurora's official public product page.,available,high,2026-04-02T19:04:33.339Z,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-pemby-purp-flower,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-seasonal-stash-pomelo-fresco-flower,Seasonal Stash - Pomelo Fresco,Aurora Medical,,hybrid,flower,,,,,Sour Tangie x Blue Dream x First Class Funk,Canada,,,Aurora says Pomelo Fresco carries bold candy citrus and woody aromas with frosty well-structured buds.,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-pomelo-fresco,official manufacturer product page,2026-04-02T00:00:00.000Z,,Upgraded from Aurora's official public product page.,available,high,2026-04-02T19:04:33.339Z,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-pomelo-fresco,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-seasonal-stash-yuzunami-flower,Seasonal Stash - Yuzunami,Aurora Medical,,hybrid,flower,,,,myrcene:major|limonene:major|caryophyllene:major,Chemango Kush x 91 Royale,Canada,,,Aurora describes Yuzunami as a bold hybrid with citrus mint and spice notes and large frosty buds.,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-yuzunami,official manufacturer product page,2026-04-02T00:00:00.000Z,,Upgraded from Aurora's official public product page.,available,high,2026-04-02T19:04:33.339Z,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-yuzunami,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-seasonal-stash-alpine-sweet-tbd-flower,Seasonal Stash – Alpine Sweet,Aurora Medical,,sativa,flower,,,,limonene:major|caryophyllene:major|pinene:major,Critical Sensi Star x Driftwood Diesel,Canada,,,Aurora says Alpine Sweet brings cherry grape strawberry vanilla and gas notes with long immaculate buds.,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-alpine-sweet-tbd,official manufacturer product page,2026-04-02T00:00:00.000Z,,Upgraded from Aurora's official public product page.,available,high,2026-04-02T19:04:33.339Z,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-alpine-sweet-tbd,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-seasonal-stash-frosted-alpine-flower,Seasonal Stash – Frosted Alpine,Aurora Medical,,hybrid,flower,,,,caryophyllene:major|myrcene:major|humulene:major,White MAC x GMO,Canada,,,Aurora describes Frosted Alpine as a trichome-heavy hybrid with grassy sweet peppery and floral aromas.,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-frosted-alpine,official manufacturer product page,2026-04-02T00:00:00.000Z,,Upgraded from Aurora's official public product page.,available,high,2026-04-02T19:04:33.339Z,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-frosted-alpine,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
mystery-mountain-seaton-lemon-haze-29-1-flower,Seaton Lemon Haze,Mystery Mountain,,Sativa Hybrid,flower,,29,1,,,,,,,,,,,,,,,,,,,
aurora-medical-sedamen-flower,Sedamen,Aurora Medical,,indica,flower,,,,,,Canada,,,Aurora describes Sedamen also known as Pink Kush as a high-THC indica with lemon pepper vanilla and lavender aromas.,Aurora Medical,https://www.auroramedical.com/products/sedamen,official manufacturer product page,2026-04-02T00:00:00.000Z,,Upgraded from Aurora's official public product page.,available,high,2026-04-02T19:04:33.338Z,Aurora Medical,https://www.auroramedical.com/products/sedamen,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
mamedica-organic-smo-25-1-flower,Sherb Master OG,Canary RX,,flower,,,25,1,,,,,,,,,,,,,,,,,,,
medcan-sherbet-glue-24-1-flower,Sherbet Glue,Medcan,,flower,flower,hybrid,24,1,,,,,,,,,,,,,,,,,,,
4c-labs-skl-smalls-25-1-flower,Skullcap,4C Labs,Smalls,flower,,,24,1,,,,,,,,,,,,,,,,,,,
tilray-skunk-1-20-1-flower,Skunk #1,Tilray,,flower,flower,sativa,20,1,,,,,,,,,,,,,,,,,,,
upstate-sbk-21-1-flower,Sky Berry Kush,Upstate,,flower,,,21,1,,,,,,,,,,,,,,,,,,,
eastcann-swts-26-1-flower,Sleeping with the Stars,EastCann,,flower,,,26,1,,,,,,,,,,,,,,,,,,,
aurora-medical-snow-dome-flower,Snow Dome,Aurora Medical,,indica,flower,,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/snow-dome,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/snow-dome,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
lit-sl-smalls-34-1-flower,Snow Lotus,LIT,,flower,,,34,1,,,,,,,,,,,,,,,,,,,
lit-snow-lotus-34-1-flower,Snow Lotus,LIT,,flower,flower,,34,1,,,,,,,,,,,,,,,,,,,
lit-snow-lotus-smalls-30-1-flower,Snow Lotus,LIT,smalls,Indica Hybrid,flower,,30,1,,,,,,,,,,,,,,,,,,,
peace-naturals-slf-34-1-flower,Sonic Lemon Fuel,Northern Green Canada,,sativa,flower,,34,1,Limonene:major|Beta-Caryophyllene:major|Farnesene:major,,,unirradiated,,,Public pharmacy listings describe Sonic Lemon Fuel as a sativa flower with bright citrus-fuel notes and a limonene-forward terpene profile.,CannGo,https://canngo.express/en/market/product/peace-naturals-33-1-sl-sonic-lemon-fuel,,2026-04-03T00:00:00.000Z,,,,,,,,
green-karat-so-27-1-flower,Sonic Strawberry,Green Karat,,flower,,,27,1,,,,,,,,,,,,,,,,,,,
lit-sd-smalls-34-1-flower,Sour Diesel,LIT,,sativa-dominant hybrid,flower,,34,1,Beta-Myrcene:major|Beta-Caryophyllene:major|Limonene:major,Chemdawg x Super Skunk,,,,Sour Diesel is a classic fuel-forward cultivar with lemon-citrus lift and an energising daytime-leaning profile.,Story Cannabis,https://storycannabis.com/product/sour-diesel/,public retailer product page,2026-04-03T00:00:00.000Z,,Used for cultivar-level public facts only.,,,,,,,
lit-sour-diesel-smalls-30-1-flower,Sour Diesel,LIT,smalls,Indica Hybrid,flower,,30,1,,,,,,,,,,,,,,,,,,,
tilray-sour-diesel-25-1-flower,Sour Diesel,Tilray,,flower,flower,sativa,25,1,,,,,,,,,,,,,,,,,,,
dalgety-sour-strawberry-28-1-flower,Sour Strawberry,Dalgety,,flower,flower,,28,1,,,,,,,,,,,,,,,,,,,
aurora-pedanios-sourdough-29-1-flower,Sourdough,Aurora Pedanios,,flower,flower,,29,1,,,,,,,,,,,,,,,,,,,
aurora-pedanios-sourdough-smalls-27-1-flower,Sourdough,Aurora Pedanios,smalls,flower,flower,,27,1,,,,,,,,,,,,,,,,,,,
medcan-space-cake-24-1-flower,Space Cake,Medcan,,flower,flower,,24,1,,,,,,,,,,,,,,,,,,,
peace-naturals-sc-34-1-flower,Space Cake,Northern Green Canada,,flower,,,34,1,limonene:major|caryophyllene:minor|humulene:major,,,,,,,,,,,,,,,,,,
carmel-spiked-mai-tai-29-1-flower,Spiked Mai Tai,Carmel,,Hybrid,flower,,29,1,,,,,,,,,,,,,,,,,,,
aurora-medical-stormchaser-og-flower,Stormchaser OG,Aurora Medical,,sativa,flower,,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-stormchaser-og,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/seasonal-stash-stormchaser-og,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
medcan-strawberry-cheesecake-22-1-flower,Strawberry Cheesecake,Medcan,,flower,flower,,22,1,,,,,,,,,,,,,,,,,,,
greyscales-sc-25-1-flower,Strawberry Cough,Lot420,,flower,,,25,1,,,,,,,,,,,,,,,,,,,
craft-botanics-strawberry-froyo-28-1-flower,Strawberry Froyo,Craft Botanics,,flower,,,28,1,myrcene:major|limonene:major|linalool:major,,,,,,,,,,,,,,,,,,
tilray-strawberry-glue-25-1-flower,Strawberry Glue,Tilray,,flower,flower,,25,1,,,,,,,,,,,,,,,,,,,
mamedica-stg-27-1-flower,Strawberry Grail,Cheers Cannabis,,flower,,,27,1,myrcene:major|limonene:major|linalool:major,,,,,,,,,,,,,,,,,,
four-t20-1-flower,Strawberry Guava,Four,,flower,,,20,1,alpha-pinene:3.23%|beta-pinene:3.83%|limonene:39.23%,,,,,,,,,,,,,,,,,,
phant-sgu-25-1-flower,Strawberry Guava,Phant,,flower,,,25,1,,,,,,,,,,,,,,,,,,,
phant-sgu-smalls-22-1-flower,Strawberry Guava,Phant,,flower,,,22,1,,,,,,,,,,,,,,,,,,,
qwest-strawberry-guava-flower,Strawberry Guava,Decibel,,,flower,,,,,,,,Qwest Cannabis,https://qwestcannabis.com/products,official grower catalogue page,2026-04-02T00:00:00.000Z,,,discontinued,high,unknown,Qwest Cannabis,,Listed in the retired section of Qwest's official products page.,official-retired-listing|catalogue-page-live,,
dalgety-strawberry-ice-26-1-flower,Strawberry Ice,Dalgety,,flower,flower,,26,1,,,,,,,,,,,,,,,,,,,
ips-sbl-21-1-flower,Strawberry Lemonade,IPS PharmaCann International,,flower,,,21,1,alpha-pinene:3.87%|beta-pinene:6.08%|myrcene:8.56%,,,,,,,,,,,,,,,,,,
spirit-bear-strawberry-meltshake-28-1-flower,Strawberry Meltshake,Spirit Bear,,Hybrid,flower,,28,1,,,,,,,,,,,,,,,,,,,
qwest-strawberry-n-cream-flower,Strawberry n Cream,Decibel,,,flower,,,,,,,,Qwest Cannabis,https://qwestcannabis.com/products,official grower catalogue page,2026-04-02T00:00:00.000Z,,,discontinued,high,unknown,Qwest Cannabis,,Listed in the retired section of Qwest's official products page.,official-retired-listing|catalogue-page-live,,
four20-pharma-strawberry-og-26-1-flower,Strawberry OG,Four20 Pharma,,flower,flower,,26,1,,,,,,,,,,,,,,,,,,,
medcan-sc01-strawberry-og-22-1-flower,Strawberry OG,Medcan,,flower,flower,,22,1,,,,,,,,,,,,,,,,,,,
therismos-access-sog-25-1-flower,Strawberry OG,Linneo Health,,flower,,,25,1,beta-pinene:minor|myrcene:minor|limonene:minor,,,,,,,,,,,,,,,,,,
qwest-stuffed-french-toast-flower,Stuffed French Toast,Decibel,,,flower,,,,,,,,Qwest Cannabis,https://qwestcannabis.com/products,official grower catalogue page,2026-04-02T00:00:00.000Z,,,discontinued,high,unknown,Qwest Cannabis,,Listed in the retired section of Qwest's official products page.,official-retired-listing|catalogue-page-live,,
muzo-sdz-27-1-flower,Sudz,J.R. Strain,,flower,,,27,1,alpha-pinene:2.79%|beta-pinene:3.1%|myrcene:8.07%,,,,,,,,,,,,,,,,,,
4c-labs-core-sco-26-1-flower,Sun County Kush,4C Labs,,flower,,,26,1,,,,,,,,,,,,,,,,,,,
4c-labs-core-sco-28-1-flower,Sun County Kush,4C Labs,,flower,,,28,1,,,,,,,,,,,,,,,,,,,
qwest-sunset-mac-flower,Sunset Mac,Decibel,,,flower,,,,,,,,Qwest Cannabis,https://qwestcannabis.com/products,official grower catalogue page,2026-04-02T00:00:00.000Z,,,discontinued,high,unknown,Qwest Cannabis,,Listed in the retired section of Qwest's official products page.,official-retired-listing|catalogue-page-live,,
four20-pharma-sunset-sherbet-27-1-flower,Sunset Sherbet,Four20 Pharma,,flower,flower,hybrid,27,1,,,,,,,,,,,,,,,,,,,
grow-pharma-sunset-sherbet-26-1-flower,Sunset Sherbet,Grow Pharma,,flower,flower,hybrid,26,1,,,,,,,,,,,,,,,,,,,
upstate-ssb-28-1-flower,Sunset Sherbet,Upstate,,flower,,,28,1,limonene:major|caryophyllene:major|linalool:major,,,,,,,,,,,,,,,,,,
glass-pharms-mac-25-1-flower,Super M.A.C.,Glass Pharms,,flower,,,25,1,myrcene:major|limonene:major|linalool:major,,,,,,,,,,,,,,,,,,
glass-pharms-super-mac-25-1-flower,Super M.A.C.,Glass Pharms,,flower,flower,,25,1,,,,,,,,,,,,,,,,,,,
tofino-ripper-super-sherb-27-1-flower,Super Sherb,Tofino Ripper,,Hybrid,flower,,27,1,,,,,,,,,,,,,,,,,,,
craft-botanics-sbf-27-1-flower,Superboof,Craft Botanics,,flower,,,27,1,myrcene:major|alpha-farnesene:major,,,,,,,,,,,,,,,,,,
glass-pharms-tb-23-1-flower,Tangerine Boost,Glass Pharms,,flower,,,23,1,myrcene:major|limonene:major|caryophyllene:minor,,,,,,,,,,,,,,,,,,
aurora-medical-tangerine-dream-flower,Tangerine Dream,Aurora Medical,,sativa,flower,,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/tangerine-dream1,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/tangerine-dream1,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
antg-solace-23-1-flower,Tangie Chem,ANTG,,flower,,,23,1,myrcene:major|limonene:major|caryophyllene:minor,,,,,,,,,,,,,,,,,,
qwest-terpee-slurpee-flower,Terpee Slurpee,Decibel,,,flower,,,,,,,,Qwest Cannabis,https://qwestcannabis.com/products,official grower catalogue page,2026-04-02T00:00:00.000Z,,,discontinued,high,unknown,Qwest Cannabis,,Listed in the retired section of Qwest's official products page.,official-retired-listing|catalogue-page-live,,
mystery-mountain-tbg-mng-t8c10-1-flower,The Big Mango,Mystery Mountain,,flower,,,8,10,alpha-pinene:major|myrcene:major|limonene:major,,,,,,,,,,,,,,,,,,
carmel-thin-mint-jealousy-25-1-flower,Thin Mint Jealousy,Carmel,,Hybrid,flower,,25,1,,,,,,,,,,,,,,,,,,,
barrocas-tze-24-1-flower,Tigerz Eye,Herdade das Barrocas,,flower,,,24,1,alpha-pinene:14%|beta-pinene:5%|myrcene:37%,,,,,,,,,,,,,,,,,,
medcan-isando-ts-24-1-flower,Tokoloshe Sherbet,MedCan,,flower,,,24,1,alpha-pinene:4.18%|beta-pinene:7.89%|myrcene:24.49%,,,,,,,,,,,,,,,,,,
grassroots-tropic-thunder-28-1-flower,Tropic Thunder,Grassroots,,Hybrid,flower,,28,1,,,,,,,,,,,,,,,,,,,
medcan-ultra-sour-25-1-flower,Ultra Sour,Medcan,,flower,flower,sativa,25,1,,,,,,,,,,,,,,,,,,,
bc-green-uc-22-1-flower,Unicorn Cake,BC Green,,flower,,,22,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
aurora-medical-united-victory-flower,United Victory,Aurora Medical,,sativa,flower,,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/medreleaf-united-victory-packaged-flower,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/medreleaf-united-victory-packaged-flower,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
cookies-vienna-31-1-flower,Vienna,Cookies,,Hybrid,flower,,31,1,,,,,,,,,,,,,,,,,,,
cake-caviar-organic-wblt-20-1-flower,Waffle Bites,Habitat,,flower,,,20,1,myrcene:40.8%|caryophyllene:10%|linalool:8.8%,,,,,,,,,,,,,,,,,,
four20-pharma-wappa-20-1-flower,Wappa,Four20 Pharma,,flower,flower,indica,20,1,,,,,,,,,,,,,,,,,,,
medcan-wappa-20-1-flower,Wappa,Medcan,,flower,flower,indica,20,1,,,,,,,,,,,,,,,,,,,
humble-bud-wz-smalls-25-1-flower,Watermelon Zkittlez,Humble Bud,,indica-dominant hybrid,flower,,25,1,Limonene:major|Myrcene:major|Linalool:major,Zkittlez x Watermelon,,,,Watermelon Zkittlez is a sweet fruit-forward cultivar with watermelon candy notes and a calming,evening-leaning profile.,Weedmaps / JARS Cannabis,https://weedmaps.com/dispensaries/jars-centerline/menu/the-deli-watermelon-zkittlez,2026-04-03T00:00:00.000Z,2026-04-03T00:00:00.000Z,Used for cultivar-level public facts only.,,,,,,,
glass-pharms-wc-25-1-flower,Wedding Cake,Glass Pharms,,flower,,,25,1,alpha-pinene:major|beta-pinene:major|limonene:major,,,,,,,,,,,,,,,,,,
grow-pharma-wedding-cake-26-1-flower,Wedding Cake,Grow Pharma,,flower,flower,hybrid,26,1,,,,,,,,,,,,,,,,,,,
mamedica-tc-28-1-flower,Wedding Layer,Medz Cannabis,,flower,,,25,1,,,,,,,,,,,,,,,,,,,
upstate-wp-22-1-flower,Wedding Pie,Upstate,,flower,,,22,1,myrcene:major|caryophyllene:major|linalool:major,,,,,,,,,,,,,,,,,,
curaleaf-wpt-24-1-flower,Wedding Pop Triangle,Terra Verde,,flower,,,24,1,myrcene:major|limonene:major|caryophyllene:minor,,,,,,,,,,,,,,,,,,
find-wpt-smalls-22-1-flower,Wedding Pop Triangle,Find,Smalls,flower,,,22,1,myrcene:major|limonene:major|caryophyllene:minor,,,,,,,,,,,,,,,,,,
four20-pharma-wedding-sunset-27-1-flower,Wedding Sunset,Four20 Pharma,,flower,flower,hybrid,27,1,,,,,,,,,,,,,,,,,,,
hexacan-avant-ws-22-1-flower,Wedding Sunset,Portocanna,,flower,,,22,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
4c-labs-whz-29-1-flower,White Haze,4C Labs,,sativa,flower,,29,1,Caryophyllene:major|Limonene:major|Pinene:major,White Label Haze,,,,White Haze is a bright sativa-leaning cultivar with pine,lemon,and citrus notes and a lighter,uplifting profile.,,https://herbapproach.com/product/white-haze-strain/,public retailer product page,,,,,,,
sitka-whg-26-1-flower,White Hot Guava,Sitka Legends,,flower,,,26,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
upstate-wo-24-1-flower,White Out,Upstate,,flower,,,24,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
grow-pharma-white-rhino-23-1-flower,White Rhino,Grow Pharma,,flower,flower,,23,1,,,,,,,,,,,,,,,,,,,
craft-botanics-wrz-28-1-flower,White Runtz,Purplefarm,,flower,,,28,1,myrcene:major|limonene:major|linalool:major,,,,,,,,,,,,,,,,,,
four20-pharma-white-widow-22-1-flower,White Widow,Four20 Pharma,,flower,flower,,22,1,,,,,,,,,,,,,,,,,,,
aurora-medical-yuzunami-flower,Yuzunami,Aurora Medical,,hybrid,flower,,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-yuzunami,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/seasonal-stash-yuzunami,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
petal-and-bud-zb-25-1-flower,Z-Berries,Herdade das Barrocas,,flower,,,25,1,,,,,,,,,,,,,,,,,,,
cannfx-za-32-1-flower,Zangria,CannFX,,hybrid,flower,,32,1,,Thin Mint Girl Scout Cookies x Zkittles,,,,Zangria is presented as a fruity hybrid with sangria-like citrus notes,a euphoric lift,and relaxed body feel.,Spaced Outlet,,public retailer product page,2026-04-03T00:00:00.000Z,unknown,Used for cultivar-level public facts only.,,,,,
grow-pharma-zkittlez-23-1-flower,Zkittlez,Grow Pharma,,flower,flower,hybrid,23,1,,,,,,,,,,,,,,,,,,,
4c-labs-core-zkf-26-1-flower,Zkittlez Fuel,4C Labs,,flower,,,26,1,,,,,,,,,,,,,,,,,,,
curo-zzpt-20-1-flower,Zkittlez Pie,Northern Green Canada,,flower,,,20,1,limonene:major|caryophyllene:major|humulene:major,,,,,,,,,,,,,,,,,,
find-zookies-smalls-23-1-flower,Zookies,Find,smalls,flower,flower,hybrid,23,1,,,,,,,,,,,,,,,,,,,
pharmaserv-zo-19-1-flower,Zoom,Pharmacol,,flower,,,19,1,,,,,,,,,,,,,,,,,,,
curaleaf-zas-22-1-flower,Zour Apples,Terra Verde,,flower,,,22,1,myrcene:major|caryophyllene:major|humulene:major,,,,,,,,,,,,,,,,,,
find-zour-apples-22-1-flower,Zour Apples,Find,,Indica Hybrid,flower,,22,1,,,,,,,,,,,,,,,,,,,
